levelId,chapter,name,roundCount,scheduledSpawnCount,backgroundId,monsterIds,recommendedHeroIds,dataComplete,preparationReady,backgroundReady,enemiesReady,recommendationHeroesReady,missingEnemyModelIds,missingRecommendedHeroIds,blockers,runtimeReady,verifiedPlayable,status
1189,189,初见火山,15,276,fightscene_04,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1190,190,火山熔岩,15,290,fightscene_04,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1191,191,宁静森林,15,249,fightscene_01,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1192,192,密林深处,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1193,193,荒漠边缘,15,249,fightscene_03,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1194,194,荒漠沙地,15,296,fightscene_03,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1195,195,雪山脚下,15,226,fightscene_02,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1196,196,无尽雪山,15,296,fightscene_02,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1197,197,青绿草原,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1198,198,草原咆哮,15,296,fightscene_01,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1199,199,初见火山,15,321,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1200,200,火山熔岩,15,267,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
