"id","chapter","name","scene","roundCount","spawnCount","distinctMonsterCount","maxRoundAttackMultiple","maxRoundHpMultiple","effectiveAttackLoad","effectiveHpLoad","difficultyProxy","homeHp","enemyHomeHp","enemyHomeGold","recommendedHeroes","monsters"
"1083","83","荒漠边缘","image/unpack/fightscene/fightscene_03","15","291","5","130825","203844","346997.4277","1784825.1962","786975.0644","500","33600","2760","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1084","84","荒漠沙地","image/unpack/fightscene/fightscene_03","15","276","6","130825","203844","316945.6392","1490688.1888","687362.4377","500","33830","2790","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1085","85","雪山脚下","image/unpack/fightscene/fightscene_02","15","290","6","130825","203844","339288.5282","1640980.9637","746167.5522","500","34060","2820","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1086","86","无尽雪山","image/unpack/fightscene/fightscene_02","15","249","6","130825","203844","307360.9388","1882601.4463","760682.6854","500","34290","2850","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1087","87","青绿草原","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","312671.5523","1925511.7282","775920.5765","500","34520","2880","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1088","88","草原咆哮","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","296284.4144","1650015.5126","699195.1658","500","34760","2910","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1089","89","初见火山","image/unpack/fightscene/fightscene_04","15","296","6","130825","203844","350411.2806","2093277.5935","856450.8639","500","35000","2940","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1090","90","火山熔岩","image/unpack/fightscene/fightscene_04","15","226","6","130825","203844","269158.8971","2794914.0235","867338.4437","500","35240","2970","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1091","91","宁静森林","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","339622.8838","1326341.3365","671160.0924","500","35480","3000","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1092","92","密林深处","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","371062.3849","1771260.9607","810708.5273","500","35720","3030","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1093","93","荒漠边缘","image/unpack/fightscene/fightscene_03","15","296","5","130825","203844","317379.8977","2521181.9308","894523.5957","500","35960","3060","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1094","94","荒漠沙地","image/unpack/fightscene/fightscene_03","15","321","6","130825","203844","425427.7099","1931381.3511","906456.3669","500","36210","3090","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1095","95","雪山脚下","image/unpack/fightscene/fightscene_02","15","267","6","130825","203844","341401.9116","1981416.3475","822471.4759","500","36460","3120","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1096","96","无尽雪山","image/unpack/fightscene/fightscene_02","15","276","5","130825","203844","379026.2594","2343208.9633","942410.5943","500","36700","3150","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1097","97","青绿草原","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","357251.9551","2661069.8859","975024.3174","500","36960","3180","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1098","98","草原咆哮","image/unpack/fightscene/fightscene_01","15","291","5","130825","203844","416574.3148","2067250.1602","927988.8571","500","37210","3210","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1099","99","初见火山","image/unpack/fightscene/fightscene_04","15","276","6","130825","203844","379049.2986","1720008.0762","807445.2643","500","37460","3240","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1100","100","火山熔岩","image/unpack/fightscene/fightscene_04","15","290","6","130825","203844","405657.8581","1893150.3497","876339.7263","500","37720","3270","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1101","101","宁静森林","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","367382.647","2171567.8397","893194.4587","500","37980","3300","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1102","102","密林深处","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","373729.401","2221057.8361","911084.3071","500","38230","3330","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1103","103","荒漠边缘","image/unpack/fightscene/fightscene_03","15","249","6","130825","203844","354042.8592","1902984.1026","820815.4071","500","38500","3360","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1104","104","荒漠沙地","image/unpack/fightscene/fightscene_03","15","296","6","130825","203844","418611.706","2413858.9607","1005221.1784","500","38760","3390","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1105","105","雪山脚下","image/unpack/fightscene/fightscene_02","15","226","6","130825","203844","321454.3358","3222453.2914","1017777.7668","500","39020","3420","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1106","106","无尽雪山","image/unpack/fightscene/fightscene_02","15","296","6","130825","203844","405611.3512","1529237.0335","787575.9642","500","39290","3450","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1107","107","青绿草原","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","443037.257","2114831.9784","967961.4449","500","39560","3480","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1108","108","草原咆哮","image/unpack/fightscene/fightscene_01","15","296","5","130825","203844","377865.3311","3112828.0149","1084541.2803","500","39830","3510","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1109","109","初见火山","image/unpack/fightscene/fightscene_04","15","321","6","130825","203844","504702.0057","2375829.5529","1095027.8263","500","40100","3540","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1110","110","火山熔岩","image/unpack/fightscene/fightscene_04","15","267","6","130825","203844","406363.5577","2445477.6823","996871.6122","500","40380","3570","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1111","111","宁静森林","image/unpack/fightscene/fightscene_01","15","276","5","130825","203844","451033.4123","2890900.4658","1141881.2117","500","40650","3600","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1112","112","密林深处","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","423624.806","3271031.9336","1177153.4599","500","40930","3630","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1113","113","荒漠边缘","image/unpack/fightscene/fightscene_03","15","291","5","130825","203844","493850.429","2540182.1989","1120031.2803","500","41210","3660","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1114","114","荒漠沙地","image/unpack/fightscene/fightscene_03","15","276","6","130825","203844","450847.4137","2120467.4601","977756.2427","500","41490","3690","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1115","115","雪山脚下","image/unpack/fightscene/fightscene_02","15","290","6","130825","203844","480801.2082","2325412.0442","1057383.9985","500","41770","3720","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1116","116","无尽雪山","image/unpack/fightscene/fightscene_02","15","249","6","130825","203844","435336.6651","2666459.3055","1077407.7695","500","42060","3750","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1117","117","青绿草原","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","444305.6436","2736148.272","1102581.5702","500","42350","3780","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1118","118","草原咆哮","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","419434.4938","2335841.4677","989814.3683","500","42630","3810","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1119","119","初见火山","image/unpack/fightscene/fightscene_04","15","296","6","130825","203844","495812.5175","2961871.6373","1211830.4473","500","42930","3840","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1120","120","火山熔岩","image/unpack/fightscene/fightscene_04","15","226","6","130825","203844","380653.3312","3952658.9874","1226618.4455","500","43220","3870","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1121","121","宁静森林","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","480308.7387","1875766.8131","949182.3809","500","43510","3900","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1122","122","密林深处","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","541427.7608","2503734.3871","1164298.6312","500","43810","3930","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1123","123","荒漠边缘","image/unpack/fightscene/fightscene_03","15","296","5","130825","203844","446296.7666","3562028.2807","1260841.665","500","44110","3960","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1124","124","荒漠沙地","image/unpack/fightscene/fightscene_03","15","321","6","130825","203844","596102.2289","2718672.723","1273030.5848","500","44410","3990","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1125","125","雪山脚下","image/unpack/fightscene/fightscene_02","15","267","6","130825","203844","479857.0021","2798086.4785","1158741.2952","500","44720","4020","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1126","126","无尽雪山","image/unpack/fightscene/fightscene_02","15","276","5","130825","203844","532499.1939","3307390.1043","1327095.537","500","45020","4050","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1127","127","青绿草原","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","500139.7564","3742278.7205","1368087.1199","500","45330","4080","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1128","128","草原咆哮","image/unpack/fightscene/fightscene_01","15","291","5","130825","203844","582929.6596","2905826.0064","1301496.1256","500","45640","4110","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1129","129","初见火山","image/unpack/fightscene/fightscene_04","15","276","6","130825","203844","530423.1829","2417737.0839","1132441.5214","500","45950","4140","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1130","130","火山熔岩","image/unpack/fightscene/fightscene_04","15","290","6","130825","203844","567413.0516","2659861.366","1228511.3164","500","46260","4170","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1131","131","宁静森林","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","513655.117","3049655.2219","1251587.396","500","46580","4200","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1132","132","密林深处","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","522527.361","3119145.8882","1276651.5067","500","46900","4230","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1133","133","荒漠边缘","image/unpack/fightscene/fightscene_03","15","249","6","130825","203844","494792.2162","2671241.2335","1149656.1963","500","47220","4260","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1134","134","荒漠沙地","image/unpack/fightscene/fightscene_03","15","296","6","130825","203844","584777.5835","3386826.7703","1407316.7286","500","47540","4290","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1135","135","雪山脚下","image/unpack/fightscene/fightscene_02","15","226","6","130825","203844","447502.6758","4505130.2907","1419879.5231","500","47870","4320","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1136","136","无尽雪山","image/unpack/fightscene/fightscene_02","15","296","6","130825","203844","566376.304","2144662.2037","1102127.8747","500","48190","4350","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1137","137","青绿草原","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","616503.7663","2853425.7878","1326328.6715","500","48520","4380","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1138","138","草原咆哮","image/unpack/fightscene/fightscene_01","15","296","5","130825","203844","508137.5276","4186001.2047","1458445.8518","500","48850","4410","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1139","139","初见火山","image/unpack/fightscene/fightscene_04","15","321","6","130825","203844","701326.0093","3301415.569","1521633.5321","500","49190","4440","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1140","140","火山熔岩","image/unpack/fightscene/fightscene_04","15","267","6","130825","203844","562808.7449","3386957.8093","1380655.4507","500","49520","4470","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1141","141","宁静森林","image/unpack/fightscene/fightscene_01","15","276","5","130825","203844","624441.6061","4002360.9803","1580898.706","500","49860","4500","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1142","142","密林深处","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","586492.7825","4528622.0099","1629725.168","500","50200","4530","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1143","143","荒漠边缘","image/unpack/fightscene/fightscene_03","15","291","5","130825","203844","683461.1457","3515468.9231","1550060.1336","500","50550","4560","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1144","144","荒漠沙地","image/unpack/fightscene/fightscene_03","15","276","6","130825","203844","623715.8409","2933518.3141","1352657.3261","500","50890","4590","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1145","145","雪山脚下","image/unpack/fightscene/fightscene_02","15","290","6","130825","203844","665153.749","3217039.6266","1462814.3999","500","51240","4620","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1146","146","无尽雪山","image/unpack/fightscene/fightscene_02","15","249","6","130825","203844","602033.5645","3687486.3269","1489963.2671","500","51590","4650","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1147","147","青绿草原","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","612434.3169","3771527.8254","1519806.9178","500","51940","4680","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1148","148","草原咆哮","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","579827.6184","3229074.8973","1368322.6255","500","52300","4710","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1149","149","初见火山","image/unpack/fightscene/fightscene_04","15","296","6","130825","203844","685165.6396","4093024.285","1674634.1697","500","52650","4740","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1150","150","火山熔岩","image/unpack/fightscene/fightscene_04","15","226","6","130825","203844","524325.408","5444532.7707","1689587.7799","500","53010","4770","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1151","151","宁静森林","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","663496.1248","2591175.0321","1311195.8635","500","53370","4800","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1152","152","密林深处","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","722220.3596","3447508.5059","1577929.2864","500","53740","4830","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1153","153","荒漠边缘","image/unpack/fightscene/fightscene_03","15","296","5","130825","203844","595171.6221","4902981.9526","1708249.315","500","54110","4860","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1154","154","荒漠沙地","image/unpack/fightscene/fightscene_03","15","321","6","130825","203844","820009.5692","3752871.0144","1754249.1681","500","54480","4890","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1155","155","雪山脚下","image/unpack/fightscene/fightscene_02","15","267","6","130825","203844","658048.277","3850096.557","1591712.727","500","54850","4920","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1156","156","无尽雪山","image/unpack/fightscene/fightscene_02","15","276","5","130825","203844","729998.8777","4549324.8875","1822361.6716","500","55220","4950","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1157","157","青绿草原","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","685635.3069","5147499.3948","1878645.0776","500","55600","4980","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1158","158","草原咆哮","image/unpack/fightscene/fightscene_01","15","291","5","130825","203844","798874.6505","3995599.4729","1786612.1942","500","55980","5010","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1159","159","初见火山","image/unpack/fightscene/fightscene_04","15","276","6","130825","203844","726916.7242","3324459.7078","1554543.4573","500","56360","5040","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1160","160","火山熔岩","image/unpack/fightscene/fightscene_04","15","290","6","130825","203844","777355.5411","3656145.8144","1685860.3762","500","56750","5070","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1161","161","宁静森林","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","701551.0721","4178648.392","1712172.6722","500","57130","5100","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1162","162","密林深处","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","715632.8469","4285986.8424","1751340.3341","500","57520","5130","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1163","163","荒漠边缘","image/unpack/fightscene/fightscene_03","15","249","6","130825","203844","677431.1864","3669267.013","1576602.6468","500","57920","5160","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
